loan_id,age,income,loan_amount,loan_purpose,employment_status,marital_status,has_default
5122,55,93150,33235,education,unemployed,divorced,0
5123,55,84361,1526,medical,employed,divorced,0
5124,38,21245,2753,personal,employed,divorced,0
5125,65,61011,27248,business,employed,single,0
5126,46,30355,15656,business,self-employed,single,1
5127,22,118841,24266,medical,self-employed,married,0
5128,66,68692,11220,business,self-employed,divorced,0
5129,27,69004,19038,personal,employed,divorced,0
5130,45,135228,13741,medical,self-employed,married,1
5131,38,49714,5841,business,unemployed,single,0
5132,67,37198,37809,business,self-employed,divorced,0
5133,24,86951,31575,personal,employed,married,1
5134,20,129334,42733,personal,unemployed,single,0
5135,62,21652,15418,personal,employed,married,0
5136,64,63625,38185,personal,unemployed,married,0
5137,37,147394,42745,medical,self-employed,single,1
5138,36,105982,28881,medical,self-employed,divorced,0
5139,52,38740,15587,medical,unemployed,single,1
5140,21,23810,23268,education,unemployed,divorced,0
5141,22,143743,1448,personal,employed,single,0
5142,18,36569,38353,personal,unemployed,divorced,0
5143,21,147236,46519,medical,employed,divorced,0
5144,29,119855,9108,business,unemployed,married,1
5145,44,99120,49302,business,unemployed,married,0
5146,59,46783,12443,personal,self-employed,divorced,0
5147,40,141701,23435,personal,self-employed,single,0
5148,42,119065,34062,medical,employed,divorced,0
5149,38,98047,2238,personal,employed,single,0
5150,69,29471,16321,business,employed,divorced,0
5151,41,130771,17074,business,unemployed,single,1
5152,42,26163,14049,personal,unemployed,married,0
5153,62,83087,36584,medical,employed,single,1
5154,63,82071,2098,medical,unemployed,married,0
5155,49,36065,15679,business,self-employed,single,0
5156,49,142323,35505,medical,unemployed,married,0
5157,22,130190,36533,business,self-employed,single,1
5158,53,137969,47998,personal,employed,divorced,0
5159,63,103456,12434,business,unemployed,single,0
5160,59,124505,45859,personal,employed,married,0
5161,66,137852,34178,medical,self-employed,married,0
5162,59,68348,28575,education,employed,single,0
5163,56,39154,20329,education,self-employed,divorced,0
5164,33,144843,38554,education,self-employed,single,0
5165,50,125703,42837,business,employed,single,1
5166,66,40229,19493,education,self-employed,married,0
5167,38,72587,22830,business,employed,divorced,0
5168,26,139398,39603,medical,employed,divorced,0
5169,23,69713,35754,personal,employed,divorced,0
5170,68,46997,9126,education,self-employed,divorced,1
5171,62,41101,42838,business,self-employed,single,0
5172,52,60391,41068,medical,unemployed,divorced,0
5173,56,95863,23093,medical,employed,divorced,0
5174,39,92723,49316,education,employed,divorced,0
5175,58,115221,36171,medical,employed,married,0
5176,22,79405,9262,medical,employed,married,0
5177,59,54948,44270,medical,employed,married,0
5178,40,120264,21785,business,employed,divorced,0
5179,34,73031,40469,medical,employed,single,1
5180,29,57921,4295,medical,unemployed,single,0
5181,40,92571,16687,medical,unemployed,married,0
5182,33,97007,46643,medical,employed,married,0
5183,20,48460,3121,medical,employed,divorced,0
5184,47,137958,4582,business,unemployed,married,0
5185,39,41071,48245,medical,unemployed,married,0
5186,26,86118,31280,medical,employed,married,0
5187,46,68282,43589,personal,employed,married,0
5188,64,111725,39468,medical,unemployed,single,0
5189,54,78445,41000,medical,unemployed,divorced,0
5190,40,101067,38056,business,employed,single,0
5191,30,102208,32672,medical,unemployed,married,0
5192,49,74816,2085,business,employed,divorced,0
5193,63,126283,16891,education,self-employed,divorced,0
5194,69,105779,16600,medical,employed,single,1
5195,64,23060,33458,personal,employed,single,1
5196,65,145806,9645,business,employed,married,1
5197,40,33731,42578,education,unemployed,single,0
5198,62,97830,42596,personal,employed,married,1
5199,34,135871,5874,business,employed,married,0
5200,57,40719,14767,education,unemployed,married,1
5201,38,67042,27825,personal,self-employed,divorced,1
5202,19,136134,11913,medical,self-employed,divorced,0
5203,54,69116,17215,personal,unemployed,single,0
5204,23,141367,19733,personal,employed,single,0
5205,61,46325,15332,personal,self-employed,divorced,0
5206,35,42597,5432,business,self-employed,single,0
5207,47,87439,23559,medical,unemployed,married,0
5208,39,34551,27570,medical,self-employed,married,0
5209,50,113287,41033,business,self-employed,divorced,0
5210,47,44278,7103,personal,unemployed,single,1
5211,34,111189,44780,medical,self-employed,single,0
5212,60,35141,16900,personal,employed,divorced,0
5213,49,87913,3031,medical,unemployed,married,0
5214,59,53615,18633,business,employed,married,1
5215,68,142058,24192,education,employed,single,0
5216,31,82751,20940,personal,unemployed,divorced,0
5217,27,132684,42287,medical,self-employed,divorced,0
5218,64,47452,9988,medical,unemployed,married,0
5219,68,42725,39067,medical,self-employed,married,0
5220,53,70391,13952,business,employed,single,0
5221,51,140288,28369,business,self-employed,divorced,0
5222,26,95060,36862,education,employed,single,0
5223,59,133535,3977,business,employed,single,0
5224,45,31698,39493,personal,employed,divorced,0
5225,28,128875,2268,business,unemployed,divorced,0
5226,31,106711,49929,medical,self-employed,married,0
5227,56,97850,17756,personal,self-employed,divorced,1
5228,64,129733,21764,business,self-employed,single,0
5229,36,22365,41385,personal,employed,single,0
5230,32,117553,16032,personal,unemployed,divorced,1
5231,45,117662,30478,business,self-employed,single,1
5232,41,63372,46702,personal,self-employed,divorced,0
5233,25,64134,12885,medical,unemployed,married,1
5234,60,57823,10796,medical,self-employed,married,1
5235,26,91158,40047,business,unemployed,divorced,0
5236,64,116076,33863,business,unemployed,single,0
5237,50,135060,16478,medical,self-employed,divorced,0
5238,50,126087,33117,business,unemployed,divorced,1
5239,36,21949,21753,medical,unemployed,married,0
5240,20,69396,21325,personal,self-employed,divorced,0
5241,27,128336,8021,business,employed,married,1
5242,57,51912,16185,education,self-employed,married,1
5243,64,76947,6868,medical,self-employed,divorced,0
5244,59,140460,14071,medical,employed,divorced,0
5245,18,117697,9041,personal,unemployed,divorced,0
5246,46,64387,17515,education,self-employed,divorced,1
5247,67,83965,45075,education,employed,married,1
5248,51,36508,41058,education,employed,divorced,1
5249,68,65592,49263,medical,self-employed,married,1
5250,30,129249,26966,medical,self-employed,married,0
5251,18,21919,40284,education,employed,single,0
5252,51,62595,43109,business,self-employed,married,0
5253,46,29617,45470,education,employed,single,0
5254,65,95268,23290,personal,self-employed,divorced,0
5255,64,53298,31702,education,employed,single,0
5256,30,126153,29223,education,self-employed,divorced,1
5257,65,26929,34575,education,self-employed,married,0
5258,66,122653,46799,business,self-employed,single,1
5259,46,34456,45168,education,unemployed,divorced,0
5260,56,129599,22661,education,self-employed,divorced,0
5261,41,106676,17439,medical,employed,single,0
5262,43,103721,37432,education,employed,single,1
5263,34,57924,34511,personal,unemployed,divorced,0
5264,24,44240,32147,medical,unemployed,divorced,1
5265,30,107381,30114,business,unemployed,married,0
5266,22,29228,7030,medical,self-employed,divorced,0
5267,43,41686,25515,business,self-employed,single,1
5268,66,31920,48429,business,employed,divorced,0
5269,20,27432,48743,personal,employed,divorced,0
5270,24,83575,31333,education,self-employed,single,0
5271,66,130507,1079,personal,employed,married,0
5272,56,91725,48577,medical,self-employed,divorced,0
5273,18,113575,30048,business,unemployed,single,0
5274,66,53910,45900,medical,self-employed,single,1
5275,34,141764,3966,business,self-employed,single,0
5276,60,50226,49302,medical,self-employed,single,0
5277,42,93150,4728,business,employed,married,0
5278,20,79099,38304,personal,self-employed,single,0
5279,32,132557,39581,business,self-employed,divorced,0
5280,46,106760,25794,education,self-employed,married,0
5281,60,38013,1947,personal,unemployed,single,0
5282,49,41446,13565,education,self-employed,divorced,0
5283,43,135450,16844,medical,self-employed,married,0
5284,33,125209,1594,medical,self-employed,divorced,1
5285,42,123193,22414,business,employed,married,0
5286,45,90375,31690,business,unemployed,single,0
5287,26,82509,17524,medical,unemployed,divorced,0
5288,18,122261,28469,personal,self-employed,single,0
5289,46,115739,20439,education,self-employed,married,0
5290,39,20557,27206,medical,employed,single,0
5291,33,50666,47785,personal,self-employed,single,0
5292,58,57389,37973,education,employed,divorced,0
5293,68,67700,22555,business,self-employed,single,1
5294,61,119143,8782,personal,employed,single,0
5295,68,44578,3660,personal,unemployed,single,0
5296,58,94779,49781,medical,self-employed,married,0
5297,24,29596,40624,education,employed,divorced,0
5298,31,77500,7089,medical,employed,divorced,0
5299,46,92534,6318,business,self-employed,single,0
5300,36,30129,27605,business,employed,divorced,0
5301,36,83394,30400,education,self-employed,married,0
5302,19,86046,16405,education,self-employed,married,0
5303,58,31596,31209,education,employed,single,1
5304,62,85355,9062,medical,employed,single,1
5305,32,32974,18424,education,employed,married,0
5306,20,86673,42274,education,unemployed,married,0
5307,28,132004,24987,medical,self-employed,married,0
5308,63,140294,45419,business,self-employed,single,1
5309,47,146794,21556,business,unemployed,married,1
5310,57,113433,28601,personal,unemployed,single,0
5311,35,90202,20330,business,employed,married,0
5312,68,94442,16730,education,self-employed,married,1
5313,65,41818,4236,business,unemployed,divorced,0
5314,19,63246,4680,medical,unemployed,married,0
5315,49,75598,31312,business,self-employed,single,1
5316,25,22654,49151,business,self-employed,married,1
5317,39,53758,22191,personal,self-employed,divorced,0
5318,23,44204,45066,personal,employed,married,1
5319,29,147309,18921,education,unemployed,married,0
5320,64,54928,37640,medical,employed,married,0
5321,57,140428,35635,education,self-employed,single,0
5322,53,73609,49588,medical,self-employed,married,0
5323,32,50552,37688,medical,unemployed,married,0
5324,45,133440,6693,personal,employed,married,1
5325,69,30336,21266,business,employed,divorced,1
5326,66,67037,44716,business,employed,single,1
5327,62,36206,27488,personal,self-employed,single,0
5328,35,54831,25122,education,unemployed,divorced,0
5329,19,63563,42224,business,employed,single,1
5330,30,38361,30004,education,self-employed,divorced,1
5331,62,61335,7331,business,self-employed,married,1
5332,32,94469,22566,education,employed,single,0
5333,37,147365,46875,medical,unemployed,married,1
5334,46,137355,43262,medical,unemployed,married,1
5335,59,45816,47621,business,employed,single,0
5336,46,146350,43154,education,self-employed,married,0
5337,20,35619,41899,education,self-employed,married,1
5338,36,123223,45564,medical,employed,divorced,0
5339,20,112479,21778,education,self-employed,single,0
5340,31,46819,34926,personal,self-employed,married,0
5341,57,31741,21751,education,employed,divorced,0
5342,21,143297,18528,medical,self-employed,single,0
5343,69,142330,1068,personal,employed,married,0
5344,28,28798,4717,personal,employed,married,0
5345,48,45143,16218,education,employed,married,1
5346,60,69695,44968,medical,self-employed,married,0
5347,49,52747,26402,medical,employed,married,0
5348,44,132870,49623,medical,self-employed,single,0
5349,47,119187,32643,personal,employed,single,0
5350,60,149544,43129,medical,unemployed,divorced,0
5351,19,41182,49460,personal,self-employed,divorced,0
5352,66,142728,30152,personal,self-employed,divorced,0
5353,26,29415,12526,business,self-employed,single,1
5354,45,31085,27916,education,unemployed,single,0
5355,48,35008,43975,medical,employed,single,0
5356,51,107638,27028,personal,unemployed,married,1
5357,32,38452,27709,education,employed,single,0
5358,65,142166,42999,personal,employed,single,0
5359,42,84075,16063,education,employed,married,0
5360,53,28120,5723,personal,employed,divorced,0
5361,25,84385,5213,medical,employed,divorced,0
5362,26,93356,23797,business,unemployed,divorced,0
5363,54,130205,37234,business,self-employed,married,0
5364,65,38170,20410,business,unemployed,married,0
5365,62,36259,24382,personal,self-employed,married,0
5366,56,42099,46217,education,self-employed,single,0
5367,49,29649,3747,medical,self-employed,divorced,1
5368,69,149394,24655,medical,unemployed,married,0
5369,34,115791,31348,personal,employed,married,0
5370,52,79258,13454,business,employed,divorced,0
5371,54,61037,13587,personal,self-employed,divorced,1
5372,36,31805,23555,education,employed,single,0
5373,61,135996,29071,business,employed,divorced,0
5374,46,143527,21239,personal,unemployed,married,0
5375,24,63147,32602,education,employed,single,0
5376,45,94280,3203,business,employed,divorced,0
5377,26,66053,14635,medical,unemployed,single,0
5378,45,126777,2144,education,employed,married,1
5379,23,117841,33699,medical,self-employed,married,0
5380,46,111393,20083,education,unemployed,married,0
5381,34,144726,27127,business,employed,married,0
5382,33,148359,13213,personal,employed,single,0
5383,40,96215,17944,personal,unemployed,single,0
5384,48,132909,2187,personal,self-employed,married,0
5385,20,115365,4133,personal,unemployed,single,0
5386,38,30985,4411,education,self-employed,married,1
5387,43,113823,35457,personal,unemployed,married,0
5388,53,32391,38175,personal,employed,divorced,0
5389,59,24861,36191,education,unemployed,single,0
5390,54,83582,7728,education,unemployed,divorced,0
5391,39,71928,34744,business,self-employed,married,0
5392,59,54364,23881,education,unemployed,divorced,0
5393,29,102399,13801,medical,self-employed,married,1
5394,59,117035,11548,business,unemployed,married,0
5395,30,138000,33886,business,employed,married,0
5396,28,140844,35310,personal,unemployed,single,0
5397,33,113330,20427,personal,employed,married,0
5398,25,62923,1972,medical,self-employed,married,0
5399,57,27919,34683,personal,self-employed,single,0
5400,57,75896,7621,education,self-employed,single,0
5401,62,128638,27013,education,self-employed,married,0
5402,19,105818,15530,personal,unemployed,single,0
5403,47,67396,8354,personal,unemployed,married,1
5404,47,54840,47529,education,unemployed,divorced,0
5405,29,62255,38359,business,employed,single,1
5406,27,91160,24223,medical,unemployed,divorced,1
5407,61,148165,42232,medical,employed,married,0
5408,28,119242,13550,business,employed,single,1
5409,32,28176,23660,medical,unemployed,single,0
5410,33,53529,32029,personal,employed,married,1
5411,34,76406,31268,personal,self-employed,single,1
5412,43,32941,48119,personal,unemployed,single,1
5413,19,21669,27340,medical,unemployed,single,0
5414,67,125432,5290,business,employed,divorced,0
5415,29,105782,31138,personal,unemployed,married,0
5416,68,137373,7446,business,unemployed,married,0
5417,43,64859,14432,education,employed,married,0
5418,40,75786,2522,education,unemployed,single,0
5419,35,71083,34329,education,unemployed,single,1
5420,49,60076,4540,medical,unemployed,single,1
5421,66,40323,13328,medical,employed,married,1
5422,55,119430,35247,personal,unemployed,divorced,0
5423,64,146177,7677,education,unemployed,married,0
5424,20,26021,42616,business,unemployed,married,0
5425,55,147550,26947,medical,self-employed,divorced,0
5426,20,124741,46534,business,unemployed,single,0
5427,47,59807,14520,business,employed,single,0
5428,18,148305,45711,personal,self-employed,married,1
5429,47,140061,23805,personal,employed,divorced,1
5430,62,70355,31444,business,unemployed,married,1
5431,49,122439,21143,business,unemployed,married,0
5432,45,133415,11292,business,unemployed,divorced,0
5433,38,64732,43844,business,self-employed,divorced,1
5434,63,28711,17017,education,unemployed,single,0
5435,30,83079,26323,business,employed,married,0
5436,44,27904,42423,medical,self-employed,divorced,0
5437,53,84033,42713,personal,employed,divorced,1
5438,24,120587,23320,medical,employed,divorced,0
5439,39,106478,9774,personal,employed,divorced,0
5440,27,140035,3205,personal,employed,married,0
5441,56,109787,13342,personal,employed,married,0
5442,32,75096,5027,medical,unemployed,married,1
5443,32,110594,17327,personal,employed,divorced,0
5444,21,120781,22200,business,employed,single,1
5445,49,23093,8188,business,unemployed,divorced,0
5446,40,44918,3808,education,self-employed,married,0
5447,23,92743,14851,education,unemployed,married,1
5448,41,82636,16354,education,self-employed,married,0
5449,37,78806,16058,business,employed,single,0
5450,54,29394,15620,medical,unemployed,single,0
5451,37,144501,32230,education,self-employed,married,0
5452,29,149156,37681,business,self-employed,divorced,0
5453,50,112510,18803,personal,unemployed,married,0
5454,45,113708,3167,medical,unemployed,married,0
5455,25,117819,3144,medical,unemployed,single,0
5456,18,133145,3167,business,unemployed,single,0
5457,54,124531,43520,business,unemployed,single,0
5458,39,33280,43136,personal,employed,single,1
5459,23,56303,26844,personal,employed,married,0
5460,38,47453,29163,personal,unemployed,divorced,0
5461,49,141692,23920,medical,unemployed,married,1
5462,52,128886,18550,medical,employed,married,0
5463,32,80695,37343,education,self-employed,divorced,1
5464,22,88449,19254,education,employed,married,0
5465,63,45765,41011,education,unemployed,divorced,1
5466,67,22340,21147,medical,self-employed,single,0
5467,65,146460,13926,personal,unemployed,single,0
5468,23,111715,34823,education,self-employed,single,1
5469,42,113409,24991,personal,unemployed,divorced,0
5470,63,58057,42851,personal,employed,married,0
5471,57,20597,28563,personal,unemployed,single,1
5472,46,77988,31688,education,employed,single,1
5473,24,114655,30023,education,self-employed,married,0
5474,57,35025,35130,personal,employed,single,0
5475,30,27145,1925,education,self-employed,single,0
5476,55,121206,17321,business,unemployed,divorced,1
5477,35,75797,11769,education,employed,married,0
5478,19,61723,37748,personal,self-employed,divorced,0
5479,25,93230,41028,personal,self-employed,single,0
5480,28,24830,17151,medical,self-employed,single,0
5481,50,43930,11597,medical,self-employed,married,0
5482,55,43752,35187,personal,unemployed,single,0
5483,65,128138,44835,business,unemployed,divorced,0
5484,44,96025,1059,medical,unemployed,divorced,0
5485,37,118228,36292,personal,self-employed,married,0
5486,29,101304,21181,medical,unemployed,married,1
5487,60,82040,28235,medical,self-employed,single,0
5488,48,128668,29672,personal,self-employed,married,0
5489,44,87696,2578,education,self-employed,married,0
5490,49,131572,46366,business,employed,single,0
5491,27,84648,48295,education,unemployed,single,0
5492,20,75030,17047,personal,unemployed,divorced,0
5493,62,76815,33160,personal,employed,divorced,0
5494,44,105669,34475,business,employed,married,1
5495,52,132789,25549,personal,employed,single,0
5496,48,55690,6277,medical,employed,married,1
5497,32,108406,2780,business,self-employed,divorced,0
5498,33,110032,47579,education,unemployed,married,0
5499,30,77923,46913,business,unemployed,divorced,0
5500,66,56572,15662,education,unemployed,divorced,0
5501,52,74030,32516,personal,self-employed,married,0
5502,69,87904,33161,education,unemployed,divorced,0
5503,28,133461,45499,education,employed,divorced,0
5504,38,126397,32886,education,unemployed,single,0
5505,68,122236,9800,business,unemployed,married,0
5506,28,49203,6439,medical,self-employed,married,0
5507,47,97088,5307,education,employed,married,0
5508,65,25608,3364,business,employed,divorced,0
5509,52,141323,17568,business,employed,divorced,0
5510,39,65667,39092,medical,unemployed,divorced,0
5511,55,75547,6483,business,employed,married,0
5512,48,42485,1245,personal,employed,single,0
5513,31,127596,9430,personal,unemployed,married,0
5514,41,29862,9183,personal,self-employed,married,0
5515,67,148391,39692,medical,unemployed,married,1
5516,66,123835,31086,business,self-employed,single,0
5517,49,95948,33726,personal,self-employed,married,1
5518,53,106890,14901,education,employed,single,0
5519,49,91880,4907,business,employed,single,0
5520,32,77560,34044,personal,unemployed,married,0
5521,60,135063,29604,business,self-employed,married,0
5522,52,126191,38869,personal,unemployed,married,0
5523,20,103529,15537,education,employed,divorced,0
5524,33,114218,13501,business,self-employed,single,0
5525,22,134462,38371,personal,employed,married,0
5526,38,48415,47154,personal,employed,single,0
5527,27,84523,37821,education,employed,divorced,1
5528,36,39323,24196,education,self-employed,divorced,0
5529,42,73214,7073,personal,self-employed,married,0
5530,21,37997,11561,personal,employed,single,0
5531,46,141266,19101,medical,self-employed,divorced,0
5532,36,77003,46516,medical,employed,divorced,0
5533,60,23679,32426,business,employed,single,0
5534,19,115025,30341,business,employed,divorced,0
5535,27,60308,8313,medical,self-employed,single,0
5536,60,95024,31773,personal,unemployed,married,0
5537,42,59842,29003,education,unemployed,single,1
5538,37,85408,27420,business,self-employed,married,0
5539,65,89532,6714,personal,self-employed,single,0
5540,36,73938,28139,education,employed,divorced,0
5541,40,25695,27098,education,employed,married,0
5542,41,115740,43294,personal,unemployed,single,1
5543,28,78499,14582,personal,employed,married,0
5544,63,43382,44583,business,unemployed,single,0
5545,51,34235,14760,medical,unemployed,single,0
5546,45,82223,7255,personal,self-employed,married,0
5547,22,22366,17622,medical,self-employed,married,1
5548,22,47467,36983,business,self-employed,married,0
5549,68,79316,41309,medical,unemployed,divorced,0
5550,38,132468,30715,medical,self-employed,single,0
5551,29,26764,37415,education,unemployed,single,0
5552,67,110896,22792,business,self-employed,married,0
5553,21,133831,43576,personal,unemployed,single,1
5554,66,81836,23724,medical,employed,single,0
5555,59,51923,4652,business,employed,single,0
5556,37,143961,27297,education,unemployed,married,0
5557,55,115711,33422,education,unemployed,single,0
5558,42,36292,15028,medical,employed,single,0
5559,31,144913,14803,medical,unemployed,divorced,1
5560,28,21614,7307,personal,unemployed,divorced,0
5561,49,40939,32325,business,employed,married,0
5562,28,132700,32574,personal,unemployed,single,0
5563,35,38800,20262,personal,self-employed,single,0
5564,44,76440,2535,education,employed,divorced,1
5565,35,43246,15932,business,self-employed,married,0
5566,40,147521,16749,personal,unemployed,married,0
5567,28,72805,9727,education,unemployed,single,0
5568,38,141327,18332,medical,self-employed,divorced,0
5569,61,69648,30534,personal,unemployed,divorced,0
5570,22,135192,11834,medical,unemployed,divorced,0
5571,40,76851,21325,business,self-employed,single,1
5572,58,51688,10213,personal,unemployed,single,0
5573,42,113498,49205,medical,employed,single,0
5574,58,49764,2403,medical,self-employed,divorced,0
5575,27,52470,8506,business,self-employed,married,0
5576,39,145088,30659,education,self-employed,single,0
5577,36,58501,8591,education,self-employed,single,0
5578,18,77207,13996,personal,employed,married,0
5579,24,82157,38828,medical,self-employed,married,0
5580,21,23216,48830,education,self-employed,divorced,1
5581,18,42072,35370,personal,unemployed,single,0
5582,32,113778,14472,medical,self-employed,divorced,1
5583,57,144288,30098,personal,unemployed,single,0
5584,29,57132,3196,business,self-employed,divorced,0
5585,39,130573,12091,personal,self-employed,divorced,0
5586,39,140730,16040,business,employed,married,0
5587,67,37861,49784,medical,unemployed,single,0
5588,64,84186,7023,medical,employed,married,0
5589,34,132133,21543,medical,unemployed,married,0
5590,46,24960,29377,personal,self-employed,married,0
5591,63,38781,37635,medical,employed,single,1
5592,31,126605,43337,medical,unemployed,divorced,1
5593,67,146434,41409,business,unemployed,divorced,0
5594,37,51126,6004,medical,employed,single,0
5595,67,127145,10963,medical,unemployed,single,0
5596,65,42578,14796,medical,self-employed,divorced,0
5597,50,142258,41972,education,unemployed,divorced,1
5598,60,126034,8077,medical,self-employed,married,0
5599,32,37883,30848,personal,unemployed,divorced,0
5600,29,49782,13526,business,employed,married,0
5601,57,76387,4261,medical,self-employed,divorced,0
5602,37,36979,18046,personal,unemployed,divorced,1
5603,47,53746,14397,business,self-employed,divorced,1
5604,55,86266,26269,business,employed,married,0
5605,20,20056,37158,personal,unemployed,married,0
5606,45,51457,26757,personal,unemployed,divorced,1
5607,43,22243,16299,education,self-employed,married,0
5608,47,75031,2902,education,employed,married,0
5609,30,21701,43399,medical,employed,married,1
5610,30,76381,49330,education,unemployed,married,0
5611,19,70438,47308,personal,self-employed,single,0
5612,54,93839,4846,education,unemployed,married,0
5613,66,100636,13359,business,unemployed,divorced,0
5614,55,131302,3520,personal,self-employed,married,0
5615,19,127697,41832,medical,employed,divorced,0
5616,53,86483,21098,business,unemployed,married,0
5617,43,40505,40451,business,unemployed,divorced,0
5618,28,26553,24136,business,self-employed,single,0
5619,25,53525,36885,personal,self-employed,divorced,0
5620,61,100402,31720,personal,unemployed,married,0
5621,57,116008,22157,medical,employed,married,1
5622,60,64348,49372,education,self-employed,divorced,0
5623,39,91187,20674,education,unemployed,single,1
5624,37,27273,33357,education,employed,married,0
5625,25,84236,13578,education,self-employed,married,0
5626,46,95569,3251,business,self-employed,divorced,0
5627,57,23535,14513,personal,unemployed,divorced,1
5628,43,38677,38429,education,self-employed,single,1
5629,47,103024,28105,business,unemployed,divorced,1
5630,34,127157,47871,personal,self-employed,married,0
5631,37,20908,21990,personal,employed,divorced,0
5632,69,141227,26499,personal,employed,single,0
5633,33,90153,7421,business,self-employed,single,0
5634,63,128352,25591,education,unemployed,married,0
5635,60,115967,27979,personal,self-employed,divorced,0
5636,24,108989,21835,business,unemployed,married,0
5637,33,55079,38693,personal,self-employed,single,0
5638,62,101556,13202,medical,employed,single,0
5639,64,135477,36414,medical,unemployed,divorced,0
5640,65,131889,26666,business,employed,divorced,0
5641,44,132321,20290,education,employed,married,1
5642,40,69323,19130,education,employed,single,1
5643,41,65320,38077,personal,self-employed,married,0
5644,26,112098,20396,education,unemployed,married,0
5645,52,109909,18952,education,employed,married,0
5646,68,66105,28122,medical,unemployed,single,0
5647,37,50164,30381,business,unemployed,divorced,0
5648,54,21885,46435,medical,employed,single,0
5649,59,77819,41078,business,self-employed,married,0
5650,34,149379,24267,personal,employed,single,0
5651,64,21049,48735,medical,employed,married,0
5652,48,73281,43007,business,unemployed,married,0
5653,25,63271,8088,education,self-employed,divorced,0
5654,32,86697,32818,business,unemployed,married,1
5655,48,86351,13822,education,self-employed,single,0
5656,47,56534,37589,personal,employed,divorced,0
5657,63,113034,2436,education,self-employed,divorced,1
5658,37,78097,46665,business,unemployed,divorced,0
5659,56,73813,28281,medical,employed,divorced,0
5660,29,45037,23481,business,self-employed,divorced,0
5661,66,56007,31469,medical,self-employed,single,0
5662,34,99478,19867,business,unemployed,married,0
5663,59,47278,41487,business,self-employed,married,0
5664,47,28272,23766,personal,employed,married,0
5665,46,137492,30737,education,self-employed,married,0
5666,36,148913,22213,business,unemployed,divorced,0
5667,63,77183,29355,medical,self-employed,married,0
5668,28,119173,23537,education,employed,married,0
5669,51,58294,3794,personal,employed,divorced,0
5670,67,93277,45296,education,self-employed,divorced,0
5671,24,82509,33324,business,self-employed,divorced,0
5672,61,24694,31858,medical,employed,married,0
5673,51,115842,43850,medical,unemployed,divorced,0
5674,37,78150,14018,education,employed,divorced,0
5675,67,87470,18481,medical,self-employed,single,0
5676,55,41556,16584,business,self-employed,single,0
5677,41,84471,10850,medical,unemployed,married,0
5678,27,69855,26701,medical,employed,divorced,0
5679,49,69086,42223,medical,employed,married,0
5680,69,38907,44952,business,unemployed,single,0
5681,32,137327,46975,personal,employed,single,1
5682,54,91695,1160,medical,unemployed,divorced,1
5683,37,68487,26832,personal,employed,married,1
5684,20,49158,32210,education,unemployed,single,1
5685,54,40293,23290,education,unemployed,divorced,1
5686,57,65761,30441,business,unemployed,married,0
5687,25,132117,25886,business,self-employed,divorced,0
5688,57,119468,33394,business,self-employed,divorced,1
5689,61,53387,9418,business,self-employed,single,0
5690,40,60750,8081,personal,employed,married,0
5691,57,88602,38180,business,unemployed,single,0
5692,28,41256,11114,personal,employed,married,0
5693,63,126942,19722,medical,employed,married,0
5694,25,120641,22972,medical,unemployed,divorced,0
5695,46,143088,18985,education,self-employed,divorced,0
5696,47,25594,6888,education,employed,married,1
5697,27,22460,4718,personal,employed,divorced,0
5698,56,92356,33147,business,employed,single,0
5699,45,74698,44382,education,self-employed,married,0
5700,66,148853,19309,personal,unemployed,single,0
5701,53,121746,20299,education,unemployed,divorced,0
5702,30,36191,42211,business,employed,married,1
5703,49,104631,23036,personal,unemployed,divorced,1
5704,53,134630,20885,education,self-employed,single,0
5705,54,30529,30346,business,unemployed,married,0
5706,43,52175,48971,personal,employed,divorced,0
5707,39,37675,27691,personal,employed,single,0
5708,21,63158,41042,personal,unemployed,single,0
5709,48,66798,49527,medical,employed,divorced,0
5710,35,90910,18986,personal,self-employed,married,0
5711,55,45976,28846,education,self-employed,divorced,1
5712,41,83116,48872,personal,self-employed,married,0
5713,40,98678,42401,personal,self-employed,single,1
5714,39,82821,9192,personal,employed,single,0
5715,19,137343,40269,personal,employed,single,0
5716,48,32204,39487,personal,unemployed,divorced,1
5717,28,75665,10412,medical,employed,divorced,0
5718,45,27394,16963,business,unemployed,divorced,0
5719,63,135392,34623,medical,employed,single,0
5720,49,84814,2017,education,unemployed,married,1
5721,22,53593,6279,business,unemployed,divorced,0
5722,55,61964,11412,education,self-employed,divorced,0
5723,27,97188,8712,personal,unemployed,divorced,0
5724,57,135064,16817,education,unemployed,single,0
5725,63,119276,29080,medical,unemployed,married,1
5726,41,73365,7624,medical,unemployed,married,0
5727,52,129572,30126,personal,unemployed,married,0
5728,61,20443,17579,personal,self-employed,divorced,0
5729,65,109439,16131,business,unemployed,divorced,0
5730,40,119058,38462,medical,unemployed,married,0
5731,34,48180,47815,medical,unemployed,single,0
5732,18,68791,38419,business,employed,married,0
5733,48,106655,24375,medical,employed,divorced,0
5734,48,95899,27093,business,self-employed,married,0
5735,59,63665,46494,medical,unemployed,married,0
5736,59,123700,33525,education,unemployed,married,0
5737,51,117077,30030,education,employed,single,0
5738,26,23465,45067,business,unemployed,divorced,0
5739,39,88247,6207,business,self-employed,divorced,0
5740,30,71559,11897,personal,unemployed,married,0
5741,42,45198,27639,medical,self-employed,divorced,0
